1261360|single|20260920T024531Z|404|121499|1.860465|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=1261360
1261360|double|20260920T024531Z|404|121499|2.248478|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=1261360
14048707|single|20260920T024535Z|404|121499|1.582242|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14048707
14048707|double|20260920T024535Z|404|121499|1.920731|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14048707
14074786|single|20260920T024538Z|404|121499|1.489270|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14074786
14074786|double|20260920T024538Z|404|121499|1.988178|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14074786
14076751|single|20260920T024542Z|404|121499|1.420695|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14076751
14076751|double|20260920T024542Z|404|121499|1.919669|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14076751
14102453|single|20260920T024545Z|404|121499|2.211146|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14102453
14102453|double|20260920T024545Z|404|121499|1.843663|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14102453
1410711|single|20260920T024549Z|404|121499|1.714328|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=1410711
1410711|double|20260920T024549Z|404|121499|1.874301|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=1410711
14107836|single|20260920T024553Z|404|121499|1.409270|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14107836
14107836|double|20260920T024553Z|404|121499|1.713613|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14107836
14111370|single|20260920T024556Z|404|121499|1.764865|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14111370
14111370|double|20260920T024556Z|404|121499|2.422705|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14111370
1412703|single|20260920T024600Z|404|121499|2.577855|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=1412703
1412703|double|20260920T024600Z|404|121499|1.939876|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=1412703
14128671|single|20260920T024605Z|404|121499|2.065328|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14128671
14128671|double|20260920T024605Z|404|121499|1.944971|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14128671
14142336|single|20260920T024609Z|404|121499|1.407958|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14142336
14142336|double|20260920T024609Z|404|121499|2.181294|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14142336
14144787|single|20260920T024613Z|404|121499|1.405242|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14144787
14144787|double|20260920T024613Z|404|121499|2.484463|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14144787
14171707|single|20260920T024616Z|404|121499|1.604753|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14171707
14171707|double|20260920T024616Z|404|121499|1.882501|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14171707
14174002|single|20260920T024620Z|404|121499|1.475227|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14174002
14174002|double|20260920T024620Z|404|121499|1.880904|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14174002
1418340|single|20260920T024623Z|404|121499|1.982358|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=1418340
1418340|double|20260920T024623Z|404|121499|1.850468|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=1418340
14193141|single|20260920T024627Z|404|121499|2.019430|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14193141
14193141|double|20260920T024627Z|404|121499|1.973898|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14193141
14233443|single|20260920T024631Z|404|121499|1.408519|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14233443
14233443|double|20260920T024631Z|404|121499|1.766804|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14233443
14236441|single|20260920T024634Z|404|121499|1.832652|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14236441
14236441|double|20260920T024634Z|404|121499|1.763365|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14236441
14237063|single|20260920T024638Z|404|121499|1.576342|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14237063
14237063|double|20260920T024638Z|404|121499|2.155647|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14237063
14243867|single|20260920T024642Z|404|121499|2.030129|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14243867
14243867|double|20260920T024642Z|404|121499|1.766816|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14243867
14244910|single|20260920T024646Z|404|121499|1.390714|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14244910
14244910|double|20260920T024646Z|404|121499|2.635691|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14244910
14244981|single|20260920T024650Z|404|121499|2.172631|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14244981
14244981|double|20260920T024650Z|404|121499|2.097713|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14244981
14276819|single|20260920T024654Z|404|121499|1.842312|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14276819
14276819|double|20260920T024654Z|404|121499|2.037359|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14276819
14291265|single|20260920T024658Z|404|121499|1.742739|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14291265
14291265|double|20260920T024658Z|404|121499|1.864633|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14291265
14301582|single|20260920T024701Z|404|121499|1.472712|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14301582
14301582|double|20260920T024701Z|404|121499|2.085817|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14301582
14319384|single|20260920T024705Z|404|121499|1.635362|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14319384
14319384|double|20260920T024705Z|404|121499|1.868904|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14319384
14353445|single|20260920T024709Z|404|121499|1.889469|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14353445
14353445|double|20260920T024709Z|404|121499|2.061793|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14353445
14367593|single|20260920T024713Z|404|121499|1.940689|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14367593
14367593|double|20260920T024713Z|404|121499|1.853412|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14367593
14409393|single|20260920T024716Z|404|121499|1.375716|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14409393
14409393|double|20260920T024716Z|404|121499|1.988405|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14409393
14454726|single|20260920T024720Z|404|121499|1.506268|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14454726
14454726|double|20260920T024720Z|404|121499|1.698145|https://www.hcso.org/justice-center-services/inmate-search/inmate-detail/?id=14454726
